OTU_11;0;0;0;0;1;2;1;6;0;1;4;0;8524;4;57;8;13;3;598;8709;0;3;11;8;3;3751;13;4;3883;1;0;4;13293;1;8692;10;284;1;6459;0;89;4202;0;1;2;5579;5;0;16;1;0;4;96;0;1839;0;0;2;131;1;1;0;3;0;0;1;1;0;4;2;5;0;0;2;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;688;1;0;0;OTU_11;"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS3a marine group;";Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS3a marine group
OTU_12;2;2;1;0;2;2;0;19;111;0;6;0;0;2;1;3;0;0;28;168;38;0;182;2;3;0;0;1;2;0;0;5;2967;12;6;6323;2329;8;13;38;3;7;8590;9;149;5;2;0;0;0;0;202;10;8;0;3683;20;464;63;3431;4638;2880;7;18;575;2207;4983;7387;2874;24;6;7;0;2914;919;677;11;0;3;0;64;0;3;2;1;1;30;0;2;0;1;0;2;25;0;2;0;16;0;0;0;0;0;0;0;7;1;3;16;918;0;0;1;4;1;213;0;9;168;16;10;19;2;0;3;10;44;9226;6;2;10;1;415;5539;1;1;OTU_12;"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;";Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius
OTU_13;10;6;20;1;2;0;9;3;13;80;5;3;16;7;36;36;0;1;21;15;1147;18;0;2;0;2;1;3;3;6;1;6;27;767;32;88;70;2471;68;10;21;46;100;19;0;8;12;1;11;1;0;9;221;1450;48;1286;45;232;11;2411;2;204;815;25;338;300;362;335;107;3418;4861;6;4;11245;2880;7666;1;2;2382;5802;2;4;1769;334;67;579;50;243;504;421;5;8;30;6068;3443;10;18;19;141;76;20;57;50;58;6121;1255;14;67;388;12;35;16;26;173;15;7211;2304;404;6014;5707;6621;1807;4390;0;15;0;1785;245;22;49;37;134;261;238;2;1;OTU_13;"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;";Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
OTU_14;71;1375;572;6;2800;2647;6180;3860;67;3;18;206;1582;2288;12307;678;1374;1026;928;473;5;4;29;1556;14;152;801;5853;3972;5813;85;71;314;7;14;119;3;24;9;19;84;294;89;49;0;7;263;631;86;1654;1403;59;3;4;3;6;28;5;32;8;4;81;4;106;28;5;16;9;16;8;4;18;12;3;0;9;7;1;4;4;9;2;1;3;328;6;50;26;1574;263;954;1553;147;11;8;10;14;7;776;2222;51;1757;449;378;34;5;5;218;11;106;857;312;468;125;593;26;6;757;1;3;0;1;6;2;3;0;14;0;106;75;474;0;1;95;53;30;OTU_14;"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;";Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter
OTU_16;0;1;1;433;2;6;0;2;9;326;2;16;89;0;2;6;6;5;247;5656;285;2086;126;4577;219;1790;50;24;102;11;2;4;4904;216;4523;5456;1745;19;2931;5;10565;11757;2247;4311;3;1842;2440;1610;150;4176;1365;15;14;17;1246;34;3879;48;7804;4;9;100;29;1027;2;109;1059;1072;2191;78;37;6724;7;5;254;126;545;0;2;0;3;1;0;0;0;12;0;2;7;1;3;8;0;57;4;0;0;2;1;34;1;14;9;2;4;20;9;3039;21;109;353;66;72;79;4;280;1;40;4;6;0;1;0;0;0;0;6;6;0;18;2;19;76;8;7;4;OTU_16;"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;";Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
OTU_17;157;15;164;2;11;49;116;443;1854;13;41;47;29;270;65;469;114;23;146;50;0;21;36;35;28;38;46;1847;80;156;1;116;84;0;26;12;2;6;261;4;265;27;16;18;0;12;9;31;40;47;52;1;4;0;55;4;0;1;6;3;0;0;0;9;0;0;3;2;4;0;1;47;0;8;0;3;1;0;0;1;1;0;0;3838;3553;6195;8262;2292;152;2122;35;52;359;132;10;77;792;8958;6317;4942;949;1851;120;5893;75;10;108;665;26;403;108;43;252;685;19;92;0;12;2;8;1;3;0;0;2;12;7;0;246;7544;2500;2;1;7;33;13;OTU_17;"Bacteria;Proteobacteria;Gammaproteobacteria;";Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_19;2;0;0;0;0;0;3;0;6;688;1;0;1;1;0;0;0;2;0;0;100;7;0;0;53;0;0;0;1;2;1;0;6;13269;74;1;18;4682;28;1;0;3;0;0;0;1;0;0;0;0;0;0;4382;9730;34;0;3;1;0;0;1;4680;388;13;0;160;1;0;2;256;164;391;4;1;409;9;946;2;6;0;190;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;8;2;0;0;0;0;8;1287;0;0;3;0;3;1;18;87;4;7118;111;259;0;70;1142;22;608;0;0;0;2;39;3;0;0;52;353;0;0;0;OTU_19;"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;";Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus
OTU_20;1905;17;66;0;9;1300;0;21881;130;1;18;7482;6;3;13120;445;5647;609;22;4;0;3;1;216;0;27;1;6;1;144;495;6;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;3;0;71;0;0;0;0;106;1;0;0;19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;OTU_20;"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;";Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia
OTU_21;2;0;0;2514;302;6;1;1;78;36;0;3;4;1;0;12;3606;24;285;5137;5669;1764;9;6573;159;105;21;2;49;1801;0;3;3765;8816;1161;109;5929;2980;1689;9;0;4083;51;1987;0;31;9;0;1;31;0;1;73;2293;71;6;61;10;3885;1;0;999;938;135;2;3373;125;0;2;3;91;80;0;4;1330;7;98;0;11;0;11;1;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;7;0;0;0;5;0;0;0;0;0;20;2;0;2;507;48;0;0;0;0;0;0;2;1;0;0;48;4741;1;324;3;OTU_21;"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;";Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;
OTU_22;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;8;3;0;3;0;6;0;0;0;1;18;0;0;0;0;0;0;1;0;0;0;0;0;636;1436;7006;0;8254;5;380;1;0;46;67;82;3;39;225;7;1;1;8701;803;13;0;0;210;0;2;3;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;6;1;0;0;0;1;0;0;0;0;0;11;0;0;9738;358;1439;13;1;0;4;1;0;59;1;0;0;3;6;32;0;0;OTU_22;"Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Salinivibrio;";Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Salinivibrio
OTU_23;3;3;0;1;0;0;0;11;0;0;10;6758;32;9;8;38;2;1;10;1;3;105;14;6;2634;1173;7364;5733;5;1;21;0;1;1;434;3;0;0;8;3;7;8347;7;0;0;776;9;10;0;6;2;1;0;0;3;0;0;0;247;0;0;0;12;192;6;0;2;0;0;0;1;95;8;2;1;0;5;0;0;0;8;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;22;1;20;1064;3;78;1;44;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2967;110;OTU_23;"Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera;";Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera
OTU_25;11;3;5;0;0;2;2;24;95;3;644;45;204;229;67;82;4;0;110;58;1;14;27;9;0;3;42;14;38;1;0;23;63;0;3;76;1208;13;0;3036;1382;1221;272;594;15508;16;1120;94;387;9;2;18;3;0;0;34;100;33;68;46;9;6;1;1;267;0;3;6;7;4;5;2;1;11;0;0;0;0;0;0;0;0;0;2;0;2;58;9;0;0;0;0;6;0;0;14;2;19;22;2;18;1;0;43;379;3;110;28;1429;9;17;71;2;0;3;46;3;0;9;55;25;9;0;0;10;82;87;11;11;4;161;0;5;7;0;1;OTU_25;"Unclassified;";Unclassified;;;;;
OTU_26;282;92;61;3;2;26;106;1565;2370;0;10;43;43;59;77;92;14;7;63;205;5;2;39;9;20;16;41;860;28;53;6;48;174;20;31;21;15;6;4;3;75;21;29;7;0;6;17;55;44;94;30;5;3;0;7;1;2;7;8;1;0;6;1;2;0;0;0;3;32;27;7;7;0;18;1;2;0;0;0;0;2;0;0;892;1189;7459;2041;3577;1390;2011;704;320;1258;162;19;53;80;1821;1904;637;133;492;38;2179;45;198;64;42;47;126;64;19;75;22;8;13;14;1;8;16;9;4;3;0;20;5;20;2;99;335;1093;3;11;5;19;3;OTU_26;"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;";Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
OTU_27;0;0;0;0;16;2419;0;0;0;0;0;0;2;0;5;0;23;2054;9;2;0;0;0;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;61;9;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;1;516;6;2330;41;12;3;1;1;0;1;0;56;28;7705;9548;142;5;29;20;0;0;2;0;0;790;0;0;0;0;3;1;0;3;0;0;17;7918;OTU_27;"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;";Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
OTU_28;5302;1084;767;5;162;365;107;944;128;0;21;29;16;409;126;910;22;51;177;121;0;0;7;649;0;134;192;81;322;223;84;100;9;0;1;0;1;0;0;8;64;149;2;48;0;14;42;44;191;247;238;27;0;0;0;1;9;2;96;10;0;13;0;17;4;0;6;36;69;0;1;174;0;0;0;3;14;0;0;0;29;0;0;4;68;108;92;262;14;313;15;3;600;0;0;2;102;666;2270;361;64;87;3;2360;1;0;1;132;13;141;345;81;105;26;4106;0;25;2;11;0;2;0;0;0;3;3;8;7;4328;21;955;0;0;16;51;4;OTU_28;"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;";Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
OTU_30;0;0;0;0;1;1;8;0;170;0;2;0;0;6;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;617;2;0;0;0;0;0;0;1066;0;0;1;530;0;53;2959;679;2895;0;0;6809;0;0;0;0;47;0;0;29;390;0;1;0;0;0;6;2230;3795;0;48;0;0;0;1;226;0;0;0;0;0;0;0;2;44;7;70;305;0;990;0;11;240;1;1;96;945;7;688;9;14133;79;496;71;2;0;0;8;123;0;8;9;0;0;0;1;0;0;0;0;0;0;0;0;1771;736;2;496;25;2;0;0;0;0;0;0;OTU_30;"Unclassified;";Unclassified;;;;;
OTU_31;3;60;3;1;320;3413;4;8;0;3;2;0;4;9;1642;21;1837;1939;40;4;0;0;0;0;0;1;0;41;0;1083;378;1;0;0;0;0;0;0;0;0;0;3;0;2;1;0;1;6;0;2393;2381;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;963;0;0;0;0;117;0;0;0;235;9;0;0;0;0;3;0;9;207;220;19;0;0;2;0;1;0;1412;24;3867;2231;61;3;1;0;2;0;0;14;7;1563;975;50;56;5;724;0;1;10;0;0;6;0;0;0;0;0;1417;0;0;0;0;1735;77;OTU_31;"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;";Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
OTU_33;0;1;0;2;0;0;2;0;1607;8;53;0;70;1;0;1;0;0;5;11;0;1;43;4;2;34;0;0;1;2;0;81;48;40;6;397;216;0;770;36;38;4;112;139;0;11;2;36;141;0;0;131;1271;11;237;404;4537;510;2374;2679;9;1631;5;377;72;763;715;1052;5926;3539;57;5335;8;931;217;112;25;0;4;0;96;0;0;0;0;11;7;5;0;0;1;0;2;164;14;0;0;29;0;0;0;0;0;1;29;1;45;2;15;68;1;0;2;5;2;411;1;13;55;359;7;1;0;0;295;12;2940;7;3;11;5;567;1157;36;0;2;OTU_33;"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;";Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas
OTU_34;31;0;11;13;1;6;11;3;37;55;35;8;74;12;58;63;1;1;37;11;0;61;362;5;8;5;63;997;39;15;5;111;148;4;31;1089;277;151;129;320;2753;674;223;241;0;52;115;66;76;28;4;101;11;0;19;199;98;49;173;2359;25;45;49;3;54;59;5274;44;3257;1089;33;155;11;195;53;88;2;0;0;0;0;0;0;423;8;4704;1;750;137;157;2;8;2;329;2576;5;26;1185;32;335;21;13;35;406;1644;289;405;174;97;261;58;35;1;16;10;84;12;5;46;8;118;3;3;0;19;85;123;703;13;99;209;6;18;4;4;2;OTU_34;"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;";Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
OTU_35;0;3;3;0;2;3;2;0;1;0;0;0;0;3;8;21;0;2;16;1;0;4;2;0;0;1;42;0;3;1;1;9;0;0;1;17;5;0;0;0;0;11;16;0;0;1;48;5;4;2;0;3;2;1;6;0;5;2;2;1;0;4;1;0;10;2;1;1;5;3;1;0;1;1;0;12;0;0;0;0;1;0;25;6781;5277;716;93;10085;1548;10705;52;189;12203;45;289;10;7;40;42;17;9;67;32;62;63;29;9;21;5;13;10;7;19;10;6;3;1;14;0;0;2;0;0;0;3;0;1;3;3;3;2;0;1;10;1;0;OTU_35;"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;";Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
OTU_37;0;1;0;494;2;4;12;0;1;0;7;1;1;0;1;2;0;0;91;3;0;928;1;0;0;0;1;8;1;0;2;17;2;0;111;55;1;12;4678;9;0;34;9;1;0;3;0;0;0;2;0;3;0;4;1970;2;1;0;1;0;0;0;232;7806;0;0;2;8;11;0;2;4;2;10;0;0;1909;0;1;1;4900;0;0;0;19;0;0;2;0;0;3;0;0;21;0;0;31;105;3;3;0;8;2;1;572;56;3;1062;12;46;2;2;0;2;3;64;36;0;16;10;7;1;0;0;1;10;0;32;0;0;4;0;2;8;0;0;OTU_37;"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;";Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;
OTU_39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;0;0;0;213;0;0;4;10149;0;0;0;0;2;7;0;8;3179;3;0;0;9529;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;34;0;3;0;331;0;2710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OTU_39;"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;";Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus
OTU_40;0;0;0;3522;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672;2;0;0;0;0;0;0;0;0;1;1;0;166;11;0;0;4350;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;1;0;0;0;0;0;0;57;1871;0;2;0;0;0;0;18;6438;0;0;17;1;419;0;9;0;3394;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;OTU_40;"Bacteria;Tenericutes;Mollicutes;NB1-n;";Bacteria;Tenericutes;Mollicutes;NB1-n;;
OTU_41;18;0;9;61;8;9;96;342;65;19;30;62;28;23;194;107;21;11;78;85;0;69;34;296;1;38;31;6319;75;1560;831;1613;223;0;225;104;27;4;16;245;2352;249;553;487;0;107;250;672;31;37;8;283;3;0;92;509;6979;50;1162;923;7;52;88;5;189;52;463;18;201;53;4;272;0;1;72;2;1;0;0;0;3;0;0;2;0;12;0;4;0;1;0;12;0;2;771;3;3;1080;1;43;1;23;185;76;13;25;56;84;15;28;550;187;46;82;199;0;1;2;10;18;27;3;0;0;11;6;12;19;0;84;220;11;4;12;4;54;OTU_41;"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;";Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas
OTU_43;0;1;0;0;849;210;1;4;0;1;1;0;0;0;59;1;6328;6967;322;23;2;0;0;0;1;0;0;0;0;459;1445;13;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;299;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;578;0;0;0;0;553;0;0;4;297;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;114;0;0;1;359;0;0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;2195;100;OTU_43;"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;";Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
