OTU_ID	E2	F2	G2	B1	D1	E1	G1	A2	C2	D2	E4	F4	G4	A3	C3	E3	G3	A4	C4	D4	E6	F7	B6	C6	D6	H4	B5	C5	D5	F5	H5	A6	A8	C8	F6	H6	B7	C7	E7	G7	Silva_tax	evalue_S	Greengenes_tax	evalue_G
OTU_155	0	0	2	0	0	0	0	0	0	0	15	39	19	48	0	0	0	0	0	0	0	8	37	6	13	133	0	0	0	0	0	0	2	0	280	0	0	0	1	33	"Bacteria; __Bacteroidetes; __Flavobacteria; __Flavobacteriales; __Flavobacteriaceae; __Flavobacterium"	5.00E-116	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"	1.00E-116
OTU_47	1	0	1	0	0	0	0	1	0	0	35	14	4	0	10	14	145	7	17	28	0	0	11	1	2	8	8	41	162	31	26	17	17	5	1	0	1	1	1	8	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __alphaI_cluster; __g"	6.00E-128	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"	2.00E-128
OTU_300	44	38	22	8	8	5	6	0	45	8	14	17	6	6	8	1	16	15	2	13	0	0	104	57	15	20	6	15	8	14	0	51	6	0	10	2	0	0	8	0	"Bacteria; __Bacteroidetes; __Flavobacteria; __Flavobacteriales; __Flavobacteriaceae; __Flavobacterium"	6.00E-128	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__succinicans"	2.00E-128
OTU_63	8	9	1	1	4	14	1	0	47	92	32	12	8	0	0	5	3	73	49	190	1	6	5	2	3	3	0	0	3	2	0	2	0	6	0	0	0	0	0	4	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __env.OPS_17; __g"	1.00E-132	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"	3.00E-133
OTU_60	1	17	105	5	5	0	0	0	24	10	14	2	1	0	0	3	7	150	26	19	0	2	0	0	1	122	25	2	3	8	0	0	0	0	0	0	8	3	2	4	"Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Emticicia"	1.00E-132	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Emticicia; s__"	3.00E-133
OTU_1466	19	11	6	0	0	0	0	0	9	9	5	6	14	0	0	1	63	1	1	0	0	1	24	14	8	1	81	84	68	51	1	13	0	2	67	2	0	2	0	1	"Bacteria; __Bacteroidetes; __Flavobacteria; __Flavobacteriales; __Flavobacteriaceae; __Flavobacterium"	8.00E-121	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"	2.00E-121
OTU_37	0	2	2	0	6	11	0	0	2	2	16	8	34	2	4	18	18	171	169	11	2	8	17	4	0	16	0	4	1	15	3	4	0	0	0	0	3	5	7	0	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	1.00E-132	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Cryptophyta; f__; g__; s__"	2.00E-128
OTU_1560	20	8	12	31	1	1	15	4	31	29	45	13	100	3	1	3	0	26	0	150	0	0	16	4	3	14	1	0	2	0	0	11	4	1	1	0	0	1	4	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Pseudomonadales; __Pseudomonadaceae; __Pseudomonas"	2.00E-124	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"	6.00E-125
OTU_130	39	83	17	4	0	6	0	2	15	11	57	49	44	48	0	0	3	10	1	4	0	0	87	13	20	1	1	4	7	8	1	0	1	0	0	0	0	0	0	5	"Bacteria; __Bacteroidetes; __Flavobacteria; __Flavobacteriales; __Flavobacteriaceae; __Flavobacterium"	1.00E-132	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"	3.00E-133
OTU_1873	9	1	37	13	25	24	18	9	50	32	5	4	6	3	14	26	4	47	41	43	0	0	0	2	1	3	8	13	4	28	25	3	0	0	1	2	1	0	4	2	"Bacteria; __Actinobacteria; __Actinobacteria; __Frankiales; __Sporichthyaceae; __hgcI_clade"	3.00E-123	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"	1.00E-123
OTU_51	6	3	14	5	6	0	0	0	0	0	18	8	6	3	18	2	63	10	29	42	1	0	1	0	6	9	95	20	72	11	4	11	6	0	13	19	5	1	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __alphaI_cluster; __g"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"	3.00E-133
OTU_41	33	7	1	151	0	3	1	0	32	3	1	2	8	0	1	3	0	249	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Chitinophagaceae; __Ferruginibacter"	4.00E-92	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"	7.00E-100
OTU_974	11	14	29	8	35	19	5	5	20	30	4	22	22	4	15	21	18	41	34	34	1	2	6	5	5	0	7	5	22	11	8	2	3	1	3	0	6	0	4	10	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __g"	8.00E-121	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rubrivivax; s__gelatinosus"	2.00E-121
OTU_52	0	0	0	0	0	0	0	0	0	0	3	1	2	4	1	0	72	1	0	0	8	6	2	6	7	20	146	26	87	11	17	0	17	5	12	3	3	1	2	10	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __FukuN57; __g"	2.00E-130	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"	7.00E-131
OTU_48	14	2	5	0	0	17	2	1	21	28	3	10	16	0	0	15	47	56	38	28	0	3	0	2	2	0	1	1	48	82	5	1	2	1	1	0	1	0	3	8	"Bacteria; __Actinobacteria; __Actinobacteria; __Frankiales; __Sporichthyaceae; __hgcI_clade"	1.00E-132	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"	3.00E-133
OTU_50	0	0	0	0	0	0	0	0	0	0	2	8	8	0	0	0	0	0	0	0	14	31	1	4	12	0	0	0	0	0	0	1	177	104	68	3	0	0	0	26	"Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __Chthoniobacteraceae; __Chthoniobacter"	6.00E-128	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Chthoniobacter; s__"	4.00E-126
OTU_44	4	6	0	2	0	0	0	0	2	4	1	7	6	0	2	2	13	1	1	3	1	1	3	5	2	4	0	2	81	1	0	11	0	1	6	10	7	236	9	13	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Sphingomonas"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__"	3.00E-133
OTU_81	4	9	5	3	7	1	0	0	4	4	30	65	58	2	0	0	0	1	0	0	0	0	63	35	123	6	0	0	0	0	0	11	1	9	0	0	0	1	0	2	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __Limnohabitans"	2.00E-131	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"	4.00E-132
OTU_57	0	4	11	0	2	1	0	0	8	2	104	8	97	0	0	0	4	3	22	93	1	1	0	0	0	7	0	0	0	15	24	4	0	0	5	3	1	0	1	1	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	2.00E-90	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"	6.00E-91
OTU_67	8	9	4	13	7	4	0	0	0	1	48	21	28	7	4	3	4	1	6	17	2	1	1	3	20	20	31	7	1	3	3	10	14	10	61	21	2	1	1	7	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Alcaligenaceae; __GKS98_freshwater_group"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__"	3.00E-133
OTU_157	1	0	4	0	1	0	0	0	0	1	10	17	0	28	0	6	72	3	0	5	3	13	9	14	1	41	0	3	7	2	0	5	1	0	6	15	35	47	19	20	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Caulobacteraceae; __Brevundimonas"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"	3.00E-133
OTU_59	0	0	1	0	0	0	0	0	1	0	1	3	3	0	1	4	17	3	2	3	21	17	28	52	16	0	3	1	43	34	11	17	8	3	43	7	2	22	11	5	"Bacteria; __Planctomycetes; __Planctomycetacia; __Planctomycetales; __Planctomycetaceae; __g"	6.00E-128	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"	2.00E-128
OTU_89	1	10	4	8	0	0	0	0	0	2	14	55	107	7	1	0	0	2	2	0	8	0	8	15	39	11	7	0	4	0	0	1	1	4	49	1	0	0	0	1	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Methylophilales; __Methylophilaceae; __Methylotenera"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__"	7.00E-131
OTU_54	1	1	3	0	0	2	0	1	0	0	0	5	10	0	1	68	2	24	0	0	13	8	0	7	31	0	0	1	1	32	36	3	47	15	1	0	0	6	13	29	"Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __uncultured; __g"	1.00E-132	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"	3.00E-133
OTU_56	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	0	70	0	0	20	0	0	0	0	0	0	1	8	92	89	11	62	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __mitochondria; __g"	4.00E-104	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"	1.00E-104
OTU_77	0	0	0	0	0	0	0	0	0	0	8	2	7	0	1	13	60	5	19	11	12	14	19	15	4	4	1	5	21	34	20	12	16	3	6	0	3	16	12	11	"Bacteria; __Actinobacteria; __Actinobacteria; __Corynebacteriales; __Mycobacteriaceae; __Mycobacterium"	1.00E-132	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__"	3.00E-133
OTU_94	198	2	1	0	28	3	0	0	5	6	16	17	59	0	0	0	0	0	1	2	3	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Methylococcales; __Methylococcaceae; __Methylobacter"	2.00E-130	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Crenotrichaceae; g__Crenothrix; s__"	7.00E-131
OTU_487	7	2	6	3	6	7	1	0	4	3	6	17	9	32	5	17	7	51	30	36	1	3	5	4	15	2	2	0	13	13	9	2	4	0	1	0	1	2	6	13	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __g"	2.00E-130	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__"	7.00E-131
OTU_53	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	114	208	1	"Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __FukuN18_freshwater_group; __g"	2.00E-130	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__"	7.00E-131
OTU_62	0	0	22	0	0	0	0	0	0	1	0	6	12	0	0	2	0	3	0	1	114	25	0	9	8	0	0	0	0	0	2	2	51	22	6	1	0	1	12	30	"Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __Acidimicrobiaceae; __CL500-29_marine_group"	1.00E-132	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"	3.00E-133
OTU_455	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	1	1	313	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Flavobacteria; __Flavobacteriales; __Cryomorphaceae; __Fluviicola"	2.00E-131	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__"	4.00E-132
OTU_1129	2	2	5	11	9	3	2	0	8	6	6	15	3	6	7	0	2	12	2	4	1	5	9	10	6	3	6	1	20	2	2	3	1	0	55	13	2	8	56	9	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __g"	1.00E-125	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"	4.00E-126
OTU_117	0	0	0	0	4	4	0	0	0	0	0	1	0	2	6	1	40	15	0	0	0	0	0	0	0	16	115	27	3	37	0	0	0	0	0	5	4	6	28	0	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	2.00E-106	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"	5.00E-107
OTU_209	0	3	1	0	0	1	0	1	1	3	4	36	20	3	2	0	22	1	7	10	3	2	21	17	17	6	6	2	40	10	1	1	0	0	11	3	24	17	5	6	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __Polaromonas"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__"	3.00E-133
OTU_64	0	0	1	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	0	0	26	30	0	1	3	0	1	0	0	0	0	0	75	43	20	2	0	2	0	93	"Bacteria; __Planctomycetes; __Phycisphaerae; __Phycisphaerales; __Phycisphaeraceae; __CL500-3"	1.00E-132	"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"	3.00E-133
OTU_82	0	1	9	5	21	6	0	1	35	0	3	0	0	2	7	2	28	8	15	18	0	0	0	0	0	15	30	26	7	33	3	7	0	0	0	1	4	7	0	0	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	8.00E-121	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"	2.00E-121
OTU_70	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	80	21	0	0	3	0	0	1	0	0	0	0	50	23	12	0	3	2	14	77	"Bacteria; __Actinobacteria; __Actinobacteria; __Frankiales; __Sporichthyaceae; __hgcI_clade"	1.00E-132	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"	3.00E-133
OTU_91	1	0	4	0	0	0	0	0	0	1	1	6	6	11	0	1	34	0	0	1	3	3	0	0	2	155	0	0	8	0	0	3	1	4	16	2	3	6	11	5	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Oxalobacteraceae; __Janthinobacterium"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__lividum"	3.00E-133
OTU_144	1	1	1	0	0	0	0	0	0	0	5	14	17	22	0	0	59	0	0	6	0	1	0	1	3	43	0	4	10	2	0	2	0	0	0	4	16	69	4	0	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Oxalobacteraceae; __Massilia"	1.00E-128	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"	4.00E-129
OTU_80	4	2	3	0	59	16	0	0	0	1	2	6	71	0	8	1	4	83	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __NS11-12_marine_group; __g"	1.00E-132	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"	3.00E-133
OTU_71	0	0	0	0	1	2	0	0	0	0	4	6	4	1	6	3	10	44	1	0	0	0	0	0	0	0	43	45	9	5	3	3	2	0	5	22	22	16	5	3	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Acetobacteraceae; __Rhodovarius"	6.00E-128	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"	2.00E-128
OTU_58	9	7	21	71	29	3	0	0	31	15	6	0	0	6	2	4	2	13	12	12	0	0	3	5	0	0	2	0	1	2	0	1	0	0	0	1	0	1	1	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Pseudorhodobacter"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__"	3.00E-133
OTU_106	0	0	0	4	13	6	0	2	2	0	0	0	0	1	10	5	3	7	0	0	0	3	0	0	0	2	26	28	0	0	0	0	0	0	2	10	63	11	52	0	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	4.00E-104	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"	1.00E-104
OTU_74	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	4	0	3	30	20	0	2	0	0	0	0	0	104	0	0	0	4	0	0	0	0	8	47	23	0	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	3.00E-111	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"	8.00E-112
OTU_69	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	114	43	0	0	1	0	0	46	"Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __Acidimicrobiaceae; __CL500-29_marine_group"	1.00E-132	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"	7.00E-131
OTU_233	1	71	103	59	0	2	1	0	4	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Actinobacteria; __Actinobacteria; __Micrococcales; __Microbacteriaceae; __Candidatus_Rhodoluna"	2.00E-118	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Candidatus Rhodoluna; s__"	6.00E-119
OTU_1055	0	3	0	0	0	0	0	0	7	0	0	0	0	1	0	29	49	3	0	0	0	2	0	0	0	2	0	38	25	65	23	0	0	0	0	0	0	0	0	0	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	8.00E-121	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Cryptophyta; f__; g__; s__"	2.00E-121
OTU_66	0	0	0	1	0	2	0	0	3	1	0	1	1	1	0	3	100	2	0	9	4	4	3	11	1	20	0	5	10	2	2	7	0	0	3	4	19	11	2	7	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Caulobacteraceae; __Brevundimonas"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"	3.00E-133
OTU_72	0	1	0	0	0	0	0	0	0	1	63	61	12	1	0	0	2	52	20	3	0	0	0	0	2	0	0	0	0	1	0	0	5	10	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __env.OPS_17; __g"	3.00E-123	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"	1.00E-123
OTU_61	0	0	0	0	0	0	0	0	0	0	19	36	22	0	0	9	17	14	0	0	1	1	0	2	2	0	0	0	21	83	1	0	1	0	0	0	0	0	1	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Chitinophagaceae; __g"	2.00E-130	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__"	7.00E-131
OTU_79	1	0	6	0	1	0	0	0	0	0	6	9	16	0	0	2	4	11	6	0	34	1	8	22	34	0	0	0	2	2	0	2	23	24	5	4	2	1	0	3	"Bacteria; __Verrucomicrobia; __Opitutae; __Opitutales; __Opitutaceae; __Opitutus"	1.00E-132	"k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__"	7.00E-131
OTU_1597	2	10	16	2	0	1	0	0	9	0	0	2	12	2	0	0	32	8	0	0	0	0	0	1	3	7	0	5	30	81	0	1	0	0	0	0	1	0	0	0	"Bacteria; __Bacteroidetes; __Flavobacteria; __Flavobacteriales; __Flavobacteriaceae; __Flavobacterium"	2.00E-118	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"	6.00E-119
OTU_84	0	0	3	0	0	0	0	0	1	0	1	3	6	0	0	0	0	0	0	0	70	5	4	6	5	0	0	0	0	2	0	0	44	47	3	0	0	0	1	15	"Bacteria; __Verrucomicrobia; __Opitutae; __Opitutales; __Opitutaceae; __Opitutus"	8.00E-121	"k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__"	2.00E-121
OTU_2011	0	0	2	1	0	0	0	0	9	26	0	3	5	32	0	0	5	0	0	21	0	1	0	1	8	9	0	0	5	2	1	28	1	0	1	0	4	18	0	24	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Sphingomonas"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__"	3.00E-133
OTU_92	6	2	0	0	0	4	0	0	1	0	2	23	16	0	0	0	0	38	2	0	0	0	1	7	26	0	0	0	0	2	4	0	30	13	0	0	0	0	0	17	"Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __TM214; __g"	2.00E-130	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"	2.00E-121
OTU_118	0	0	0	0	0	0	0	0	0	1	0	14	12	2	2	0	0	9	0	3	0	0	2	0	2	132	3	0	0	0	0	0	1	0	0	8	0	0	0	2	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Oxalobacteraceae; __Duganella"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__"	3.00E-133
OTU_90	3	4	5	2	2	0	0	0	10	7	6	30	24	1	0	1	3	4	2	1	2	1	5	11	6	12	1	2	6	11	1	3	0	1	25	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Arcicella"	1.00E-132	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Flectobacillus; s__"	3.00E-133
OTU_73	3	4	2	1	7	8	0	0	12	5	16	5	5	0	0	8	0	55	37	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Actinobacteria; __Actinobacteria; __Micrococcales; __Microbacteriaceae; __MWH-Ta3"	1.00E-132	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__"	4.00E-126
OTU_827	0	2	0	0	2	0	0	0	0	1	5	1	3	0	0	1	22	1	0	1	7	2	2	2	0	0	5	2	20	1	0	3	0	0	5	1	5	82	8	5	"Bacteria; __Actinobacteria; __Actinobacteria; __Micrococcales; __Microbacteriaceae; __Microbacterium"	1.00E-132	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__"	3.00E-133
OTU_78	0	0	0	28	2	0	0	0	0	0	0	2	5	0	0	4	7	81	53	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Chitinophagaceae; __g"	6.00E-131	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"	2.00E-131
OTU_645	0	1	3	0	1	0	0	0	0	1	9	10	8	3	1	4	11	4	7	4	1	1	0	1	2	1	5	2	9	21	11	13	1	1	1	0	9	23	10	4	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Oxalobacteraceae; __Paucimonas"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"	3.00E-133
OTU_909	0	0	2	0	2	2	1	0	1	0	0	5	2	0	2	8	2	20	8	5	8	18	6	1	1	0	0	0	1	24	13	4	11	7	1	0	1	0	4	23	"Bacteria; __Actinobacteria; __Actinobacteria; __Frankiales; __Sporichthyaceae; __hgcI_clade"	6.00E-128	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"	2.00E-128
OTU_68	0	0	0	14	0	1	0	0	0	0	0	0	0	2	0	1	66	0	0	0	2	0	0	0	0	54	1	2	5	0	0	0	0	0	26	0	0	5	0	1	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Xanthomonadales; __Xanthomonadaceae; __Stenotrophomonas"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__"	3.00E-133
OTU_109	2	5	2	1	0	0	0	0	2	2	15	0	6	0	1	1	1	7	22	17	10	10	1	5	6	0	0	0	0	0	0	6	9	7	1	0	0	2	2	36	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Legionellaceae; __Legionella"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__"	3.00E-133
