taxonomy	Domain	Phylum	Class	Order	Family	Genus
ZOTU_5481	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_5484	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Hydrogenophaga	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga
ZOTU_5485	Bacteria;Proteobacteria;Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass
ZOTU_5486	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
ZOTU_5487	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_5488	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita
ZOTU_5489	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasmataceae-unclass
ZOTU_5490	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ZOTU_5491	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Methylophilaceae;Methylophilus	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilus
ZOTU_5494	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Amoebophilaceae;Candidatus Amoebophilus	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus
ZOTU_5495	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
ZOTU_5496	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacteriaceae-unclass
ZOTU_5497	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ZOTU_5498	Bacteria;Proteobacteria	Bacteria	Proteobacteria	Proteobacteria-unclass	Proteobacteria-unclass	Proteobacteria-unclass	Proteobacteria-unclass
ZOTU_5499	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5500	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_5502	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales-unclass	Xanthomonadales-unclass
ZOTU_5504	Bacteria	Bacteria	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass
ZOTU_5505	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5506	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_5508	Bacteria;Bacteroidetes;Ignavibacteria;OPB56	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	OPB56-unclass	OPB56-unclass
ZOTU_5509	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
ZOTU_5511	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 3;Sporosalibacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3	Sporosalibacterium
ZOTU_5512	Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	WCHB1-41-unclass	WCHB1-41-unclass
ZOTU_5513	Bacteria;BRC1	Bacteria	BRC1	BRC1-unclass	BRC1-unclass	BRC1-unclass	BRC1-unclass
ZOTU_5514	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_5515	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_5516	Bacteria;Patescibacteria;ABY1;Candidatus Kerfeldbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Kerfeldbacteria	Candidatus Kerfeldbacteria-unclass	Candidatus Kerfeldbacteria-unclass
ZOTU_5517	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ZOTU_5518	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	Halobacteroidaceae-unclass
ZOTU_5519	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
ZOTU_5520	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae-unclass
ZOTU_5521	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae-unclass
ZOTU_5522	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium
ZOTU_5524	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter
ZOTU_5526	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales-unclass	Flavobacteriales-unclass
ZOTU_5527	Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	Candidatus Falkowbacteria-unclass	Candidatus Falkowbacteria-unclass
ZOTU_5528	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ZOTU_5530	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5531	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5532	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_5533	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	0319-6G20-unclass
ZOTU_5535	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_5536	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
ZOTU_5537	Bacteria;Patescibacteria;Parcubacteria;Candidatus Moranbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	Candidatus Moranbacteria-unclass	Candidatus Moranbacteria-unclass
ZOTU_5538	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5539	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5540	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured
ZOTU_5541	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5542	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ZOTU_5543	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
ZOTU_5544	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5545	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_5546	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2
ZOTU_5547	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales-unclass	Cytophagales-unclass
ZOTU_5548	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae-unclass
ZOTU_5549	Bacteria;Dependentiae;Babeliae;Babeliales	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales-unclass	Babeliales-unclass
ZOTU_5550	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
ZOTU_5551	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured-unclass
ZOTU_5552	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckiaceae-unclass
ZOTU_5553	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ZOTU_5554	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_5555	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillaceae-unclass
ZOTU_5556	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_5557	Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Lenti-02	Lenti-02-unclass
ZOTU_5558	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
ZOTU_5559	Bacteria;Proteobacteria	Bacteria	Proteobacteria	Proteobacteria-unclass	Proteobacteria-unclass	Proteobacteria-unclass	Proteobacteria-unclass
ZOTU_5560	Bacteria;Lentisphaerae	Bacteria	Lentisphaerae	Lentisphaerae-unclass	Lentisphaerae-unclass	Lentisphaerae-unclass	Lentisphaerae-unclass
ZOTU_5561	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Noviherbaspirillum	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Noviherbaspirillum
ZOTU_5563	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
ZOTU_5565	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae-unclass
ZOTU_5566	Bacteria;Patescibacteria;Parcubacteria;Candidatus Campbellbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	Candidatus Campbellbacteria-unclass	Candidatus Campbellbacteria-unclass
ZOTU_5567	Bacteria;Dependentiae;Babeliae;Babeliales	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales-unclass	Babeliales-unclass
ZOTU_5568	Bacteria;Proteobacteria;Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass
ZOTU_5569	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkaniaceae-unclass
ZOTU_5570	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales-unclass	Micavibrionales-unclass
ZOTU_5572	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovoracaceae-unclass
ZOTU_5573	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales-unclass	Flavobacteriales-unclass
ZOTU_5574	Bacteria;Proteobacteria;Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass
ZOTU_5575	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aureimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas
ZOTU_5577	Bacteria;Patescibacteria;Parcubacteria;Candidatus Moranbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	Candidatus Moranbacteria-unclass	Candidatus Moranbacteria-unclass
ZOTU_5578	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Rhodoferax	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhodoferax
ZOTU_5579	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;uncultured	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	uncultured
ZOTU_5581	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured
ZOTU_5582	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured
ZOTU_5583	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5585	Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	Candidatus Pacebacteria-unclass	Candidatus Pacebacteria-unclass
ZOTU_5586	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ZOTU_5587	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ZOTU_5588	Bacteria;BRC1	Bacteria	BRC1	BRC1-unclass	BRC1-unclass	BRC1-unclass	BRC1-unclass
ZOTU_5589	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae-unclass
ZOTU_5591	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
ZOTU_5593	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_5594	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita
ZOTU_5596	Bacteria;Actinobacteria	Bacteria	Actinobacteria	Actinobacteria-unclass	Actinobacteria-unclass	Actinobacteria-unclass	Actinobacteria-unclass
ZOTU_5597	Bacteria;Patescibacteria;ABY1	Bacteria	Patescibacteria	ABY1	ABY1-unclass	ABY1-unclass	ABY1-unclass
ZOTU_5599	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ZOTU_5600	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas
ZOTU_5601	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014
ZOTU_5602	Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;uncultured	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured
ZOTU_5603	Bacteria;Patescibacteria;ABY1;Candidatus Uhrbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	Candidatus Uhrbacteria-unclass	Candidatus Uhrbacteria-unclass
ZOTU_5604	Bacteria;Patescibacteria;Parcubacteria;Candidatus Moranbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	Candidatus Moranbacteria-unclass	Candidatus Moranbacteria-unclass
ZOTU_5605	Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	uncultured
ZOTU_5606	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
ZOTU_5607	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ZOTU_5608	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea
ZOTU_5609	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfuricurvum	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum
ZOTU_5610	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_5611	Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria-unclass	Candidatus Woesebacteria-unclass
ZOTU_5612	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured
ZOTU_5613	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_5614	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_5615	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5617	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5618	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_5619	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;uncultured	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	uncultured
ZOTU_5620	Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrospira	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira
ZOTU_5622	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_5623	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales-unclass	Rickettsiales-unclass
ZOTU_5625	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NS11-12 marine group-unclass
ZOTU_5627	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	AB1-unclass
ZOTU_5628	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales-unclass	Saccharimonadales-unclass
ZOTU_5629	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_5630	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured
ZOTU_5631	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales-unclass	Rhizobiales-unclass
